supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week
Levothyroxine,City Pharmacy Co.,1864,Thumbay Hospital Dubai,14,3,315
Insulin Pen,Planet Distribution,4211,Saudi German Hospital Dubai,25,3,625
Wheelchair,Global Med UAE,1820,Thumbay Hospital Dubai,44,1,298
Stethoscope,Kiwi Medical Supplies,1853,Mediclinic City Hospital Dubai,47,4,892
Oxygen Cylinder,Planet Distribution,4973,NMC Royal Hospital Dubai,40,3,671
Sterile Gauze,Al Naghi Medical,2280,American Hospital Dubai,14,4,186
Ibuprofen,Babirus LLC,1970,Mediclinic City Hospital Dubai,33,3,281
Atorvastatin,Al Naghi Medical,3187,Mediclinic City Hospital Dubai,11,3,595
Ventilator,Al Maqam Medical Supplies LLC,2624,Dubai Hospital,25,2,180
Stethoscope,Gulf Drug,4581,Dubai Hospital,28,3,132
Amoxicillin,City Pharmacy Co.,961,Mediclinic City Hospital Dubai,23,1,199
Sterile Gauze,Al Naghi Medical,2917,Al Zahra Hospital Dubai,33,3,810
Pulse Oximeter,City Pharmacy Co.,4508,Thumbay Hospital Dubai,21,2,998
Insulin Pen,MPC Healthcare,3948,Thumbay Hospital Dubai,20,1,617
Aspirin,Metromed,736,Emirates Hospital Dubai,29,2,477
Drip Stand,HealthPro Distributors UAE,4540,Al Zahra Hospital Dubai,47,2,752
Azithromycin,Al Naghi Medical,1801,NMC Royal Hospital Dubai,40,3,128
Simvastatin,Planet Distribution,2906,Al Zahra Hospital Dubai,14,5,642
Paracetamol,AKI Pharma,2015,Al Zahra Hospital Dubai,42,4,411
Thermometer,City Pharmacy Co.,2743,Al Zahra Hospital Dubai,49,5,148
Drip Stand,Pharma Solutions,1636,NMC Royal Hospital Dubai,34,2,959
Ventilator,Al Naghi Medical,4691,Emirates Hospital Dubai,13,3,672
Stethoscope,Babirus LLC,2724,NMC Royal Hospital Dubai,11,1,838
Ibuprofen,Metromed,3898,Saudi German Hospital Dubai,22,3,859
Defibrillator,Pharma Solutions,2737,Emirates Hospital Dubai,42,4,341
Ibuprofen,Metromed,4758,Saudi German Hospital Dubai,24,1,983
Hand Sanitizer,Babirus LLC,1096,Saudi German Hospital Dubai,33,2,547
Hydrochlorothiazide,Pharma Solutions,3859,Saudi German Hospital Dubai,48,1,633
Aspirin,HealthPro Distributors UAE,1853,Thumbay Hospital Dubai,16,4,338
Pantoprazole,Global Med UAE,845,Mediclinic City Hospital Dubai,27,2,362
Azithromycin,Babirus LLC,4423,Mediclinic City Hospital Dubai,10,1,461
Ventilator,Metromed,301,Saudi German Hospital Dubai,40,4,834
Thermometer,HealthPro Distributors UAE,1159,Saudi German Hospital Dubai,49,3,445
Syringe Set,Pharma Solutions,3023,American Hospital Dubai,41,4,395
Ciprofloxacin,HealthPro Distributors UAE,1732,Dubai Hospital,12,4,843
Lisinopril,Global Med UAE,3509,Mediclinic City Hospital Dubai,19,4,275
Losartan,Metromed,1001,Dubai Hospital,42,3,229
Metronidazole,Pharma Solutions,4334,Dubai Hospital,24,4,714
Blood Pressure Monitor,Kiwi Medical Supplies,4345,American Hospital Dubai,40,3,622
Drip Stand,Metromed,921,Dubai Hospital,44,2,491
Levothyroxine,Al Naghi Medical,3538,Emirates Hospital Dubai,34,3,961
Drip Stand,Pharma Solutions,1035,American Hospital Dubai,32,3,457
Salbutamol,Kiwi Medical Supplies,4999,Dubai Hospital,14,5,243
Pantoprazole,Babirus LLC,337,Dubai Hospital,24,3,786
Lisinopril,AKI Pharma,4920,Al Zahra Hospital Dubai,13,3,203
Defibrillator,Kiwi Medical Supplies,514,Dubai Hospital,48,2,954
Azithromycin,City Pharmacy Co.,4957,Thumbay Hospital Dubai,14,3,701
Lisinopril,Planet Distribution,243,Emirates Hospital Dubai,37,3,583
Surgical Scissors,Pharma Solutions,457,NMC Royal Hospital Dubai,39,2,507
Atorvastatin,Al Naghi Medical,3112,Mediclinic City Hospital Dubai,40,4,860
Paracetamol,MPC Healthcare,4298,Saudi German Hospital Dubai,28,2,672
Drip Stand,HealthPro Distributors UAE,4927,Dubai Hospital,21,4,625
Metformin,Al Naghi Medical,4156,Emirates Hospital Dubai,39,3,299
Amoxicillin,MPC Healthcare,1409,Saudi German Hospital Dubai,50,2,484
Surgical Masks,City Pharmacy Co.,729,NMC Royal Hospital Dubai,50,2,129
Blood Pressure Monitor,MPC Healthcare,4767,Emirates Hospital Dubai,30,4,986
Ventilator,City Pharmacy Co.,3631,Mediclinic City Hospital Dubai,42,4,324
Hydrochlorothiazide,Babirus LLC,543,Emirates Hospital Dubai,39,3,283
Disposable Gloves,AKI Pharma,2421,Saudi German Hospital Dubai,29,3,387
Stethoscope,Al Maqam Medical Supplies LLC,3382,Saudi German Hospital Dubai,23,5,968
Syringe Set,Pharma Solutions,546,Al Zahra Hospital Dubai,42,3,666
Wheelchair,AKI Pharma,1016,Dubai Hospital,47,5,883
Drip Stand,Paramount Medical Equipment Trading LLC,4453,American Hospital Dubai,22,4,982
Disposable Gloves,City Pharmacy Co.,2346,Emirates Hospital Dubai,50,3,840
Paracetamol,Kiwi Medical Supplies,300,Saudi German Hospital Dubai,19,2,104
Insulin Pen,Babirus LLC,1314,Thumbay Hospital Dubai,42,3,296
Doxycycline,Global Med UAE,885,Mediclinic City Hospital Dubai,16,4,655
Stethoscope,Planet Distribution,491,Thumbay Hospital Dubai,44,2,803
Fluconazole,Pharma Solutions,1196,NMC Royal Hospital Dubai,40,2,574
Oxygen Cylinder,HealthPro Distributors UAE,3193,Emirates Hospital Dubai,10,4,384
Sterile Gauze,HealthPro Distributors UAE,3084,Al Zahra Hospital Dubai,19,4,533
Doxycycline,Pharma Solutions,353,Mediclinic City Hospital Dubai,19,3,540
Metronidazole,Al Naghi Medical,4603,Al Zahra Hospital Dubai,27,3,704
Prednisolone,Babirus LLC,2670,American Hospital Dubai,43,1,687
Atorvastatin,Global Med UAE,4589,Saudi German Hospital Dubai,16,4,598
Levothyroxine,Pharma Solutions,3900,Dubai Hospital,29,5,542
ECG Machine,Al Zahrawi Medical,2369,Mediclinic City Hospital Dubai,44,3,506
Drip Stand,Babirus LLC,4225,NMC Royal Hospital Dubai,37,3,663
Atorvastatin,MPC Healthcare,2138,Dubai Hospital,31,3,686
Blood Pressure Monitor,Babirus LLC,4876,Emirates Hospital Dubai,24,3,784
Stethoscope,Paramount Medical Equipment Trading LLC,507,American Hospital Dubai,31,1,488
Stethoscope,Al Zahrawi Medical,1857,American Hospital Dubai,20,3,769
Aspirin,Kiwi Medical Supplies,4949,Al Zahra Hospital Dubai,20,3,801
ECG Machine,Paramount Medical Equipment Trading LLC,3232,American Hospital Dubai,29,4,464
Omeprazole,Al Maqam Medical Supplies LLC,3244,Mediclinic City Hospital Dubai,14,2,160
Syringe Set,Kiwi Medical Supplies,274,Al Zahra Hospital Dubai,46,3,754
Surgical Scissors,Al Maqam Medical Supplies LLC,2105,Dubai Hospital,30,4,250
Oxygen Cylinder,AKI Pharma,819,American Hospital Dubai,34,5,762
Paracetamol,Planet Distribution,2562,Emirates Hospital Dubai,16,4,300
Atorvastatin,Babirus LLC,316,Dubai Hospital,14,3,254
IV Bag,Al Maqam Medical Supplies LLC,540,NMC Royal Hospital Dubai,44,1,764
Pulse Oximeter,Al Zahrawi Medical,4615,Emirates Hospital Dubai,47,4,553
Salbutamol,Al Maqam Medical Supplies LLC,4086,Thumbay Hospital Dubai,48,2,598
Lisinopril,Al Naghi Medical,1796,Mediclinic City Hospital Dubai,22,3,854
Scalpel,Babirus LLC,3839,NMC Royal Hospital Dubai,46,4,710
Surgical Scissors,MPC Healthcare,1113,NMC Royal Hospital Dubai,32,2,682
Oxygen Cylinder,HealthPro Distributors UAE,1446,Al Zahra Hospital Dubai,10,2,320
Disposable Gloves,City Pharmacy Co.,2396,Saudi German Hospital Dubai,13,4,500
IV Bag,Planet Distribution,4034,Al Zahra Hospital Dubai,33,4,533
Disposable Gloves,Planet Distribution,488,Mediclinic City Hospital Dubai,37,4,609
Insulin Pen,AKI Pharma,1790,Mediclinic City Hospital Dubai,21,5,936
Defibrillator,HealthPro Distributors UAE,2123,Al Zahra Hospital Dubai,33,4,684
Syringe Set,Al Zahrawi Medical,1758,Saudi German Hospital Dubai,39,3,591
Ciprofloxacin,Planet Distribution,901,Emirates Hospital Dubai,34,3,447
Bandage Roll,MPC Healthcare,4061,Al Zahra Hospital Dubai,26,5,411
Drip Stand,Kiwi Medical Supplies,868,Mediclinic City Hospital Dubai,40,5,966
Syringe Set,Global Med UAE,3710,Saudi German Hospital Dubai,35,5,713
Simvastatin,Kiwi Medical Supplies,1903,Mediclinic City Hospital Dubai,37,3,230
Azithromycin,Paramount Medical Equipment Trading LLC,757,Saudi German Hospital Dubai,33,3,566
Wheelchair,Al Maqam Medical Supplies LLC,4002,Saudi German Hospital Dubai,50,3,507
Ventilator,Gulf Drug,887,Dubai Hospital,47,4,298
Wheelchair,AKI Pharma,3452,Al Zahra Hospital Dubai,48,2,912
Omeprazole,Al Maqam Medical Supplies LLC,1199,Al Zahra Hospital Dubai,18,3,407
Losartan,MPC Healthcare,2282,Al Zahra Hospital Dubai,34,4,335
Stethoscope,Al Naghi Medical,1104,Saudi German Hospital Dubai,13,3,957
Ibuprofen,Global Med UAE,952,Saudi German Hospital Dubai,38,3,908
Amoxicillin,AKI Pharma,4437,Mediclinic City Hospital Dubai,47,3,387
Fluconazole,Paramount Medical Equipment Trading LLC,4943,NMC Royal Hospital Dubai,26,1,410
Lisinopril,Gulf Drug,3016,Al Zahra Hospital Dubai,25,2,928
Sterile Gauze,HealthPro Distributors UAE,1744,Dubai Hospital,14,1,196
Surgical Masks,City Pharmacy Co.,2661,Thumbay Hospital Dubai,46,2,701
Disposable Gloves,Babirus LLC,620,Mediclinic City Hospital Dubai,32,2,159
Blood Pressure Monitor,Babirus LLC,1679,Mediclinic City Hospital Dubai,27,3,640
Atorvastatin,Gulf Drug,2976,American Hospital Dubai,16,4,288
Metronidazole,Al Zahrawi Medical,3111,Al Zahra Hospital Dubai,23,3,124
Omeprazole,MPC Healthcare,4767,Emirates Hospital Dubai,28,2,293
Drip Stand,Kiwi Medical Supplies,3936,Mediclinic City Hospital Dubai,39,1,902
Stethoscope,AKI Pharma,939,American Hospital Dubai,37,3,693
Pulse Oximeter,Babirus LLC,3704,Thumbay Hospital Dubai,50,2,160
Aspirin,Babirus LLC,2766,Dubai Hospital,17,1,660
Doxycycline,MPC Healthcare,3051,Thumbay Hospital Dubai,16,4,415
Azithromycin,Al Maqam Medical Supplies LLC,1874,Emirates Hospital Dubai,11,2,415
Metronidazole,Al Naghi Medical,3498,Al Zahra Hospital Dubai,31,2,178
Azithromycin,Metromed,4948,Saudi German Hospital Dubai,28,5,541
Disposable Gloves,MPC Healthcare,3605,American Hospital Dubai,47,3,975
Pantoprazole,Al Zahrawi Medical,1475,Saudi German Hospital Dubai,38,5,767
Surgical Scissors,Kiwi Medical Supplies,812,Thumbay Hospital Dubai,23,2,249
Ciprofloxacin,Global Med UAE,2639,Thumbay Hospital Dubai,21,5,233
Salbutamol,Global Med UAE,2590,NMC Royal Hospital Dubai,21,3,803
IV Bag,Metromed,90,NMC Royal Hospital Dubai,29,2,168
Wheelchair,AKI Pharma,3665,Dubai Hospital,30,3,994
ECG Machine,Pharma Solutions,792,Emirates Hospital Dubai,40,3,742
Omeprazole,City Pharmacy Co.,4875,NMC Royal Hospital Dubai,25,3,191
Levothyroxine,Al Maqam Medical Supplies LLC,1749,NMC Royal Hospital Dubai,28,3,794
Ibuprofen,Babirus LLC,587,Emirates Hospital Dubai,36,2,942
Lisinopril,Pharma Solutions,2999,Mediclinic City Hospital Dubai,12,4,727
Ibuprofen,Paramount Medical Equipment Trading LLC,1509,NMC Royal Hospital Dubai,21,1,849
IV Bag,HealthPro Distributors UAE,243,Mediclinic City Hospital Dubai,28,5,785
Sterile Gauze,Al Zahrawi Medical,3367,Mediclinic City Hospital Dubai,27,3,400
Scalpel,AKI Pharma,4426,Al Zahra Hospital Dubai,45,5,895
Pulse Oximeter,Kiwi Medical Supplies,2941,Mediclinic City Hospital Dubai,23,3,960
Salbutamol,Gulf Drug,2456,Mediclinic City Hospital Dubai,44,1,420
Omeprazole,Al Zahrawi Medical,3015,NMC Royal Hospital Dubai,16,1,952
Salbutamol,Global Med UAE,4109,Mediclinic City Hospital Dubai,38,3,286
Wheelchair,Al Maqam Medical Supplies LLC,78,Saudi German Hospital Dubai,39,3,625
Drip Stand,Al Naghi Medical,1445,Emirates Hospital Dubai,48,5,966
Defibrillator,Al Maqam Medical Supplies LLC,4807,NMC Royal Hospital Dubai,19,2,999
Insulin Pen,MPC Healthcare,2317,Emirates Hospital Dubai,49,2,772
Salbutamol,Kiwi Medical Supplies,259,American Hospital Dubai,37,3,964
Lisinopril,Global Med UAE,554,NMC Royal Hospital Dubai,12,1,599
Metronidazole,AKI Pharma,272,Mediclinic City Hospital Dubai,47,3,194
Amoxicillin,MPC Healthcare,3816,Saudi German Hospital Dubai,49,3,374
Aspirin,Gulf Drug,1438,Emirates Hospital Dubai,13,1,199
ECG Machine,Global Med UAE,1181,NMC Royal Hospital Dubai,41,4,696
Salbutamol,Paramount Medical Equipment Trading LLC,654,Saudi German Hospital Dubai,21,3,201
Scalpel,Global Med UAE,4530,Emirates Hospital Dubai,32,3,213
Prednisolone,Pharma Solutions,787,American Hospital Dubai,40,4,383
Atorvastatin,Global Med UAE,3275,Thumbay Hospital Dubai,13,4,260
Fluconazole,Al Naghi Medical,91,Dubai Hospital,33,2,628
Levothyroxine,Babirus LLC,3338,Dubai Hospital,46,1,331
Surgical Masks,Pharma Solutions,4192,American Hospital Dubai,38,2,122
Ibuprofen,HealthPro Distributors UAE,3143,Thumbay Hospital Dubai,50,1,376
Losartan,MPC Healthcare,3361,Al Zahra Hospital Dubai,18,2,217
Simvastatin,Al Zahrawi Medical,218,Thumbay Hospital Dubai,22,1,875
ECG Machine,AKI Pharma,2758,Al Zahra Hospital Dubai,32,2,113
Salbutamol,Global Med UAE,1415,NMC Royal Hospital Dubai,24,3,659
Wheelchair,Al Maqam Medical Supplies LLC,409,Al Zahra Hospital Dubai,42,4,590
Doxycycline,Kiwi Medical Supplies,637,Dubai Hospital,13,3,843
Hand Sanitizer,Kiwi Medical Supplies,4482,Dubai Hospital,15,4,781
Pantoprazole,MPC Healthcare,484,Saudi German Hospital Dubai,20,3,964
IV Bag,Pharma Solutions,934,Al Zahra Hospital Dubai,41,2,966
Drip Stand,AKI Pharma,1076,Saudi German Hospital Dubai,29,4,591
Blood Pressure Monitor,Global Med UAE,4191,Dubai Hospital,46,3,390
Drip Stand,Planet Distribution,3480,Emirates Hospital Dubai,26,1,856
Thermometer,Gulf Drug,2686,Emirates Hospital Dubai,17,2,575
Stethoscope,MPC Healthcare,4325,Thumbay Hospital Dubai,16,2,134
Metformin,Planet Distribution,4773,Thumbay Hospital Dubai,42,2,975
Drip Stand,Planet Distribution,754,Thumbay Hospital Dubai,22,3,774
Paracetamol,Planet Distribution,250,Al Zahra Hospital Dubai,40,3,646
Surgical Scissors,Al Zahrawi Medical,387,Thumbay Hospital Dubai,50,4,277
Disposable Gloves,Planet Distribution,2167,Al Zahra Hospital Dubai,36,3,833
Sterile Gauze,Planet Distribution,4420,Al Zahra Hospital Dubai,44,3,263
Ibuprofen,Paramount Medical Equipment Trading LLC,834,Mediclinic City Hospital Dubai,41,3,774
Surgical Scissors,Kiwi Medical Supplies,1978,Mediclinic City Hospital Dubai,43,3,344
Aspirin,Gulf Drug,39,Al Zahra Hospital Dubai,40,3,524
Pantoprazole,MPC Healthcare,3968,Emirates Hospital Dubai,19,2,776
Ibuprofen,City Pharmacy Co.,2069,Saudi German Hospital Dubai,20,3,334
Sterile Gauze,Al Zahrawi Medical,1813,Dubai Hospital,17,3,199
Insulin Pen,AKI Pharma,429,Dubai Hospital,19,4,261
Hydrochlorothiazide,Metromed,4821,NMC Royal Hospital Dubai,10,1,108
Hydrochlorothiazide,Metromed,2672,American Hospital Dubai,12,3,523
Disposable Gloves,Metromed,1753,Mediclinic City Hospital Dubai,33,4,622
IV Bag,Metromed,3892,Al Zahra Hospital Dubai,46,3,648
Ciprofloxacin,Metromed,1802,American Hospital Dubai,49,1,502
Oxygen Cylinder,MPC Healthcare,1022,Mediclinic City Hospital Dubai,41,5,465
Simvastatin,Al Zahrawi Medical,4529,NMC Royal Hospital Dubai,41,4,820
Disposable Gloves,Global Med UAE,3140,Dubai Hospital,50,4,985
Ventilator,Al Zahrawi Medical,3208,Saudi German Hospital Dubai,47,3,506
Metformin,Kiwi Medical Supplies,4497,Al Zahra Hospital Dubai,15,5,413
Amoxicillin,HealthPro Distributors UAE,4302,NMC Royal Hospital Dubai,35,3,609
Scalpel,HealthPro Distributors UAE,4252,Dubai Hospital,23,3,969
Pulse Oximeter,Metromed,2740,Emirates Hospital Dubai,35,3,149
Salbutamol,Pharma Solutions,1392,Mediclinic City Hospital Dubai,10,3,125
Defibrillator,Al Zahrawi Medical,793,Al Zahra Hospital Dubai,11,2,795
Blood Pressure Monitor,Babirus LLC,4372,American Hospital Dubai,39,3,825
Atorvastatin,Pharma Solutions,2868,Emirates Hospital Dubai,49,2,175
Syringe Set,Metromed,794,Dubai Hospital,26,3,573
Lisinopril,Pharma Solutions,4689,Emirates Hospital Dubai,18,4,347
Levothyroxine,Al Maqam Medical Supplies LLC,4979,Thumbay Hospital Dubai,39,3,413
Hydrochlorothiazide,AKI Pharma,4972,Saudi German Hospital Dubai,10,3,402
Oxygen Cylinder,Paramount Medical Equipment Trading LLC,3240,Dubai Hospital,50,2,998
Metformin,Al Zahrawi Medical,3548,Emirates Hospital Dubai,43,3,926
Scalpel,Metromed,161,Mediclinic City Hospital Dubai,17,2,234
Pantoprazole,Kiwi Medical Supplies,404,Saudi German Hospital Dubai,18,1,160
Levothyroxine,Al Maqam Medical Supplies LLC,3697,Al Zahra Hospital Dubai,33,3,619
Blood Pressure Monitor,AKI Pharma,555,Thumbay Hospital Dubai,32,4,496
Azithromycin,Pharma Solutions,1730,Dubai Hospital,19,2,693
Salbutamol,City Pharmacy Co.,2000,NMC Royal Hospital Dubai,44,1,354
Blood Pressure Monitor,Paramount Medical Equipment Trading LLC,1500,Saudi German Hospital Dubai,24,3,723
Losartan,Global Med UAE,2736,American Hospital Dubai,34,2,854
Salbutamol,Al Zahrawi Medical,2566,Mediclinic City Hospital Dubai,49,3,281
Ibuprofen,City Pharmacy Co.,1624,Dubai Hospital,36,3,232
Pulse Oximeter,Paramount Medical Equipment Trading LLC,4010,American Hospital Dubai,12,1,423
Omeprazole,HealthPro Distributors UAE,3057,Saudi German Hospital Dubai,26,3,284
Doxycycline,Gulf Drug,3116,Dubai Hospital,43,3,686
Doxycycline,Gulf Drug,2882,Thumbay Hospital Dubai,44,3,813
Omeprazole,Al Maqam Medical Supplies LLC,4718,NMC Royal Hospital Dubai,22,4,345
Disposable Gloves,Global Med UAE,4004,NMC Royal Hospital Dubai,47,3,653
Defibrillator,Paramount Medical Equipment Trading LLC,1360,American Hospital Dubai,11,3,733
Defibrillator,Gulf Drug,1240,Al Zahra Hospital Dubai,31,2,853
Insulin Pen,HealthPro Distributors UAE,1063,Al Zahra Hospital Dubai,19,2,214
Azithromycin,City Pharmacy Co.,875,Thumbay Hospital Dubai,24,5,614
Aspirin,Planet Distribution,638,NMC Royal Hospital Dubai,45,3,175
Sterile Gauze,Planet Distribution,3121,American Hospital Dubai,30,4,268
Stethoscope,Pharma Solutions,486,American Hospital Dubai,19,5,285
Omeprazole,AKI Pharma,4180,Dubai Hospital,10,5,431
Stethoscope,Al Zahrawi Medical,2075,Dubai Hospital,43,3,269
Prednisolone,Pharma Solutions,4660,American Hospital Dubai,26,3,566
Azithromycin,Gulf Drug,343,Dubai Hospital,23,4,292
Stethoscope,HealthPro Distributors UAE,826,Saudi German Hospital Dubai,14,2,175
Lisinopril,Pharma Solutions,2475,Dubai Hospital,47,3,348
Ventilator,Pharma Solutions,2972,Thumbay Hospital Dubai,13,5,198
Doxycycline,Al Maqam Medical Supplies LLC,905,Al Zahra Hospital Dubai,33,3,651
IV Bag,Kiwi Medical Supplies,3746,Al Zahra Hospital Dubai,35,3,693
Doxycycline,HealthPro Distributors UAE,825,Saudi German Hospital Dubai,15,4,276
ECG Machine,Al Naghi Medical,535,Mediclinic City Hospital Dubai,39,2,632
Thermometer,Planet Distribution,2695,Saudi German Hospital Dubai,35,4,765
Ventilator,AKI Pharma,4938,Thumbay Hospital Dubai,30,1,926
Ciprofloxacin,Al Naghi Medical,1802,American Hospital Dubai,22,3,509
IV Bag,Babirus LLC,1656,Saudi German Hospital Dubai,45,1,365
Oxygen Cylinder,MPC Healthcare,3697,American Hospital Dubai,18,3,133
Ventilator,Al Naghi Medical,1101,Thumbay Hospital Dubai,26,3,123
Prednisolone,Paramount Medical Equipment Trading LLC,1457,Emirates Hospital Dubai,19,3,859
Ventilator,Gulf Drug,4323,Thumbay Hospital Dubai,37,2,450
Hydrochlorothiazide,City Pharmacy Co.,2418,NMC Royal Hospital Dubai,23,2,979
Ibuprofen,Al Maqam Medical Supplies LLC,399,American Hospital Dubai,20,3,405
Oxygen Cylinder,Global Med UAE,1329,Al Zahra Hospital Dubai,18,2,367
Thermometer,Planet Distribution,4403,Saudi German Hospital Dubai,47,5,718
Ciprofloxacin,Paramount Medical Equipment Trading LLC,3689,Emirates Hospital Dubai,32,3,368
Syringe Set,MPC Healthcare,2643,Thumbay Hospital Dubai,21,3,958
Levothyroxine,AKI Pharma,1899,American Hospital Dubai,23,2,500
Pulse Oximeter,Gulf Drug,628,Emirates Hospital Dubai,16,4,259
Ciprofloxacin,AKI Pharma,2664,Mediclinic City Hospital Dubai,48,2,794
Surgical Masks,Al Maqam Medical Supplies LLC,2905,NMC Royal Hospital Dubai,10,5,644
Simvastatin,Al Naghi Medical,1128,Mediclinic City Hospital Dubai,32,3,766
ECG Machine,Babirus LLC,4550,Thumbay Hospital Dubai,16,4,784
Surgical Scissors,Al Naghi Medical,2646,Mediclinic City Hospital Dubai,36,4,241
Aspirin,Pharma Solutions,4716,Mediclinic City Hospital Dubai,50,4,807
IV Bag,Pharma Solutions,4817,NMC Royal Hospital Dubai,12,4,284
Simvastatin,Planet Distribution,3143,NMC Royal Hospital Dubai,33,3,582
Pantoprazole,MPC Healthcare,3679,Dubai Hospital,23,3,532
Ventilator,Global Med UAE,3272,NMC Royal Hospital Dubai,16,2,432
Metformin,Planet Distribution,362,Emirates Hospital Dubai,44,3,676
Bandage Roll,Pharma Solutions,2435,Dubai Hospital,26,5,537
Pantoprazole,City Pharmacy Co.,2548,NMC Royal Hospital Dubai,24,4,438
Metronidazole,AKI Pharma,430,Mediclinic City Hospital Dubai,19,4,560
Lisinopril,Paramount Medical Equipment Trading LLC,2354,Al Zahra Hospital Dubai,13,1,454
Stethoscope,City Pharmacy Co.,1110,Al Zahra Hospital Dubai,42,5,672
Drip Stand,Pharma Solutions,2096,Dubai Hospital,26,5,239
Omeprazole,Pharma Solutions,1696,NMC Royal Hospital Dubai,31,3,668
Lisinopril,Al Maqam Medical Supplies LLC,4228,Emirates Hospital Dubai,11,3,738
Stethoscope,AKI Pharma,3377,Saudi German Hospital Dubai,45,5,270
Blood Pressure Monitor,HealthPro Distributors UAE,4562,American Hospital Dubai,26,3,445
Hydrochlorothiazide,Al Zahrawi Medical,627,Thumbay Hospital Dubai,28,5,705
Pantoprazole,Metromed,3401,Emirates Hospital Dubai,40,3,404
Metformin,Global Med UAE,1160,Saudi German Hospital Dubai,44,4,724
Pulse Oximeter,Kiwi Medical Supplies,1533,Thumbay Hospital Dubai,22,4,875
Omeprazole,Kiwi Medical Supplies,724,Saudi German Hospital Dubai,25,3,602
Surgical Masks,Gulf Drug,2256,Saudi German Hospital Dubai,19,2,682
Salbutamol,Al Naghi Medical,4874,Dubai Hospital,28,1,576
