supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week,hashcode
Surgical Scissors,Paramount Medical Equipment Trading LLC,1819.0,American Hospital Dubai,35,4,989,b1e6986239e4ae9a9de4f28222b9e61b
Disposable Gloves,AKI Pharma,6653.0,American Hospital Dubai,41,3,388,c1ba65438d9993bbea74cc48973c0d31
Amoxicillin,Al Maqam Medical Supplies LLC,15429.0,Emirates Hospital Dubai,29,2,658,4741e231679729de06e2135f9e24a647
Losartan,MPC Healthcare,3465.0,Saudi German Hospital Dubai,32,2,267,0ce51af8c9f51303b0d75f3faa97e3db
Syringe Set,Paramount Medical Equipment Trading LLC,20168.0,NMC Royal Hospital Dubai,18,3,326,4a3a3b7455f87f22c1634a40c58663a4
Ibuprofen,Pharma Solutions,322.0,Saudi German Hospital Dubai,16,3,498,21b4c9650901ad2506f5100c6723511a
Amoxicillin,HealthPro Distributors UAE,14661.0,Thumbay Hospital Dubai,42,2,788,5f3341d8ffdbc55885ad50a715da4820
Thermometer,MPC Healthcare,8010.0,NMC Royal Hospital Dubai,35,3,322,34dcc832ebd9f4c33d918fb0408b339f
Pulse Oximeter,Kiwi Medical Supplies,3893.0,Al Zahra Hospital Dubai,15,5,874,d690de4bbce49599168118aad003ffb4
Paracetamol,Paramount Medical Equipment Trading LLC,17483.0,Mediclinic City Hospital Dubai,44,5,964,319fab573eeaec1e198b554424ea948b
Hydrochlorothiazide,Al Zahrawi Medical,7945.0,Al Zahra Hospital Dubai,22,3,843,9db1bb66b689c437cc6d31617d0024c6
Hydrochlorothiazide,Paramount Medical Equipment Trading LLC,11172.0,Thumbay Hospital Dubai,22,3,322,777881f214ee37d87a7c6ff4713b46a5
Insulin Pen,Al Maqam Medical Supplies LLC,7112.0,NMC Royal Hospital Dubai,23,3,795,3a3230bb80c424d44d79d8a1c9032080
Scalpel,Kiwi Medical Supplies,4048.0,Dubai Hospital,13,4,105,beb0e03839392639833afbe3e95edd75
Disposable Gloves,Global Med UAE,7938.0,Thumbay Hospital Dubai,18,4,942,897719bf1362f3afaace46766f55f28c
Surgical Scissors,City Pharmacy Co.,2820.0,Dubai Hospital,43,4,733,a9cbdeae1ddaf5a68e66753ebac734cf
Ventilator,Babirus LLC,3327.0,Mediclinic City Hospital Dubai,11,1,389,5096479a9b08e8c4f9e6a4b2e2427145
Oxygen Cylinder,AKI Pharma,4978.0,American Hospital Dubai,18,4,902,dcdc3ddca0d15f7645ce0dda25fde45f
Doxycycline,Global Med UAE,6763.0,American Hospital Dubai,35,5,564,1f158c5ce52ba3ad91dee397693bf983
Hydrochlorothiazide,Babirus LLC,9954.0,Thumbay Hospital Dubai,17,3,330,68aaee43803ded0ffd8a245b86550d79
Blood Pressure Monitor,HealthPro Distributors UAE,360.0,Saudi German Hospital Dubai,21,3,578,64320b1772762808a9a1783637a5526c
Stethoscope,Global Med UAE,3129.0,NMC Royal Hospital Dubai,48,3,346,f89e1a340b98937bdaa3d659ded7f03e
Atorvastatin,Planet Distribution,7725.0,NMC Royal Hospital Dubai,17,4,297,c91cb3517bf76a825add76b0e397065d
Metformin,Planet Distribution,11837.0,American Hospital Dubai,46,1,274,efdcb881f84eb63c143f4a7d1910081e
Lisinopril,Kiwi Medical Supplies,9937.0,Emirates Hospital Dubai,41,4,137,472c52efd06fd7a003c156d820738614
Bandage Roll,Kiwi Medical Supplies,3655.0,Al Zahra Hospital Dubai,32,3,385,b9c5bdd2d09571f9521e99ae3deb270f
Simvastatin,Global Med UAE,10841.0,Emirates Hospital Dubai,21,1,336,c3e8400adaf6f01893758351509b6ada
Metformin,Planet Distribution,10268.0,Mediclinic City Hospital Dubai,24,3,962,cdbc713ef0621531e6b44ee638d9d5fe
Defibrillator,AKI Pharma,3035.0,Al Zahra Hospital Dubai,42,4,678,32137895de5b881b1c6f378b5a692c03
Simvastatin,MPC Healthcare,9513.0,Al Zahra Hospital Dubai,50,4,574,f11e902e0a89a2aa3ec7eedc57342870
Defibrillator,Al Maqam Medical Supplies LLC,982.0,Thumbay Hospital Dubai,40,3,719,b33d0478c95fe68c27ba4866a5672009
Defibrillator,Al Zahrawi Medical,4252.0,American Hospital Dubai,29,4,301,cd82e2217d3e9689f97af0a946afa785
Scalpel,City Pharmacy Co.,563.0,Emirates Hospital Dubai,24,3,720,ac9a2f2e9ec5c86ee4dd7ceb2c328371
Ciprofloxacin,Al Maqam Medical Supplies LLC,5387.0,Emirates Hospital Dubai,37,3,993,7ddc243795b8fb8990c407f4a21f647b
Lisinopril,Planet Distribution,7514.0,American Hospital Dubai,35,3,258,ee9ba61a47615ab4262c01bbad932c61
Ibuprofen,Al Naghi Medical,4436.0,Emirates Hospital Dubai,31,5,398,dbdf1b8920995c0d6991f9b717e5f605
Disposable Gloves,Gulf Drug,8612.0,Dubai Hospital,27,1,634,bbb5a09b85c1d40cb307db4f7758c432
Hand Sanitizer,Global Med UAE,2155.0,American Hospital Dubai,39,1,266,e52ad5f39a8ae977c6b8fe4f3f9643ee
Hand Sanitizer,City Pharmacy Co.,4166.0,Thumbay Hospital Dubai,26,3,177,2c5e3138e31ac7813ff24fc83a29d486
Insulin Pen,Metromed,3757.0,Saudi German Hospital Dubai,20,5,919,d3edc82145a14ad73bc11b20987e481d
Azithromycin,Gulf Drug,8498.0,Al Zahra Hospital Dubai,42,3,157,8bfcd01075e25a49cf76f15272f64741
Salbutamol,Al Maqam Medical Supplies LLC,7821.0,Thumbay Hospital Dubai,25,5,475,268a91b4063ce78b0a3ebcb0966b15f5
Metformin,Metromed,13813.0,NMC Royal Hospital Dubai,22,4,567,a8b64bb7978748f72fa6d914be80b2f1
ECG Machine,HealthPro Distributors UAE,1874.0,Mediclinic City Hospital Dubai,42,3,727,4405973be99808cd8a5734a529decc46
Thermometer,HealthPro Distributors UAE,7375.0,Saudi German Hospital Dubai,21,2,738,324493c26984420aafdb4a6c55d55208
Surgical Masks,Metromed,5116.0,NMC Royal Hospital Dubai,49,3,576,073a1ab2697a93905905d6b83cf19d75
Hand Sanitizer,Global Med UAE,4894.0,Al Zahra Hospital Dubai,15,3,729,cf6f53d58c5df6055434650c567830b0
Disposable Gloves,AKI Pharma,8453.0,Emirates Hospital Dubai,26,3,431,5322f4776c19f3adcc177028b667edf2
Pulse Oximeter,Al Naghi Medical,1933.0,American Hospital Dubai,48,5,716,cdac96b8389c7d6e33337c07b33b2da3
Fluconazole,Al Zahrawi Medical,8693.0,Al Zahra Hospital Dubai,30,2,252,c66c19687d2f6f3687544f22bd7e2228
Thermometer,Pharma Solutions,5223.0,Thumbay Hospital Dubai,35,3,211,33ee730d8388087be4513c0cf20940a4
Aspirin,Planet Distribution,10771.0,Mediclinic City Hospital Dubai,14,3,302,681c81ab5627f66774e13ddd5804feaa
Paracetamol,AKI Pharma,15454.0,Thumbay Hospital Dubai,15,3,324,aa2a03e8f1f5d554cf2907b8d499d8f7
Prednisolone,Al Maqam Medical Supplies LLC,7878.0,Saudi German Hospital Dubai,21,2,798,5a32764c729ec1e0fee68bea6dacec25
Omeprazole,HealthPro Distributors UAE,11362.0,Saudi German Hospital Dubai,19,1,345,ff3e9f9f3bc25d90a8e1a3fb035b893b
Surgical Masks,Metromed,7509.0,Mediclinic City Hospital Dubai,46,2,987,eb82b370759471a9778ac1dac7f3b400
Stethoscope,Babirus LLC,7882.0,Dubai Hospital,31,3,637,c8b44817ec9e13d3a477dd832c8983f6
Fluconazole,City Pharmacy Co.,6488.0,NMC Royal Hospital Dubai,48,2,252,270eb58f17cc0120367b9916068c62da
Drip Stand,MPC Healthcare,2580.0,NMC Royal Hospital Dubai,33,1,570,e000939c1aeecc78011323b66972c2ae
Salbutamol,Al Zahrawi Medical,10904.0,Saudi German Hospital Dubai,11,1,651,e06675bce8a619d0f76e3853e1187155
Ciprofloxacin,Gulf Drug,8722.0,Saudi German Hospital Dubai,33,3,297,acfc82ae296811f51f2fa2e0db1cef51
Insulin Pen,Al Naghi Medical,3665.0,Emirates Hospital Dubai,46,2,357,72daf93490158b658e9cfc6141bfd263
Scalpel,Planet Distribution,4207.0,American Hospital Dubai,10,4,898,4dad5fa8d164f87b9b55bed9ed1a0501
Ibuprofen,HealthPro Distributors UAE,2357.0,Emirates Hospital Dubai,22,2,543,59a4aec8518c159e5e819a172b3fbb47
Ciprofloxacin,City Pharmacy Co.,4533.0,Emirates Hospital Dubai,19,3,437,c0fc2b1005c8129c5a1ee660b80d8831
Omeprazole,Al Zahrawi Medical,11915.0,Dubai Hospital,31,5,554,102f2af229671229491ba21e5949b696
Hydrochlorothiazide,Kiwi Medical Supplies,10085.0,NMC Royal Hospital Dubai,43,3,275,00820a2a543d550239807fce36cfb2f7
Pulse Oximeter,AKI Pharma,4451.0,Dubai Hospital,47,4,917,a6070cc562c6af1b18299f1a28c077c0
Surgical Scissors,City Pharmacy Co.,429.0,Dubai Hospital,20,3,664,1ac7be3b34b66c88c0701072fdc7c8dd
Salbutamol,Kiwi Medical Supplies,9123.0,Mediclinic City Hospital Dubai,30,4,602,dafd4625c843f39735045f63fe00641a
Prednisolone,City Pharmacy Co.,5087.0,NMC Royal Hospital Dubai,18,3,244,8e87e45568fbcd01606c4e79911df681
Stethoscope,AKI Pharma,4073.0,American Hospital Dubai,18,2,270,ef76082167d52dae2b149deffc2abc63
Pantoprazole,Planet Distribution,3194.0,Thumbay Hospital Dubai,19,3,643,71beb9fbe606ff18a0132e5d84d2125f
Syringe Set,City Pharmacy Co.,21329.0,Saudi German Hospital Dubai,41,2,927,211573a2d8c7f7cca3e17a0f302edcfd
Ciprofloxacin,Pharma Solutions,6594.0,Saudi German Hospital Dubai,18,3,627,824cc3daab5e13cd3b77fcbcb70b156c
Hand Sanitizer,Kiwi Medical Supplies,4280.0,American Hospital Dubai,31,2,858,b2a053bd68c4288b7e5c4f1112ef947f
Ciprofloxacin,AKI Pharma,8810.0,Dubai Hospital,28,3,606,b8b7434e8df3002059ec2b67e1a641b2
Simvastatin,HealthPro Distributors UAE,10140.0,Emirates Hospital Dubai,11,3,653,56c7a6dc7e90524adb7a766a7dad7131
Surgical Scissors,Al Zahrawi Medical,502.0,Mediclinic City Hospital Dubai,23,3,861,9e0c21032a4553d2eccd78c3481422e6
Stethoscope,Babirus LLC,3325.0,Dubai Hospital,44,3,570,0ea5cabd2c5748605a65a982371e3d31
Omeprazole,MPC Healthcare,12368.0,Saudi German Hospital Dubai,10,3,211,ec985ddf26d50064037f902b20c31922
Levothyroxine,Global Med UAE,6356.0,Al Zahra Hospital Dubai,24,3,491,1fa85164e9a8b487ef82f5989bc292cb
Amoxicillin,Al Maqam Medical Supplies LLC,16905.0,Emirates Hospital Dubai,17,5,277,d0b3232c20b51d03b97fb53d4b86bf05
Omeprazole,Pharma Solutions,9246.0,Saudi German Hospital Dubai,44,3,820,735f1ca88d4dae6e29a5e44aecc7a99f
ECG Machine,Kiwi Medical Supplies,3026.0,Al Zahra Hospital Dubai,44,1,717,9a457a42ca2218936af9eeed0ab92083
Paracetamol,Babirus LLC,19115.0,Dubai Hospital,43,3,127,eeafd53f62ed5d968f889b583d620537
Doxycycline,Al Naghi Medical,6279.0,American Hospital Dubai,20,5,737,05944a5ef665103e0117aae16afc84e3
Lisinopril,Al Zahrawi Medical,9849.0,American Hospital Dubai,10,4,768,5d1f3f7a84f088c354e0d9dc08da1c99
Amoxicillin,Al Naghi Medical,12612.0,Emirates Hospital Dubai,18,4,349,a4faeb666c9e5a9a99e391761122b3a6
Oxygen Cylinder,HealthPro Distributors UAE,4293.0,Saudi German Hospital Dubai,31,3,908,fbcc0dd9cb901f422650e0e268bcbf09
Syringe Set,HealthPro Distributors UAE,21435.0,NMC Royal Hospital Dubai,38,2,230,1705d6a5b8a079a0e25ec463539b1f42
Blood Pressure Monitor,Metromed,3153.0,Al Zahra Hospital Dubai,26,5,744,49ba4e05c7b230dd243fe667406d338a
Disposable Gloves,Al Maqam Medical Supplies LLC,9133.0,Mediclinic City Hospital Dubai,18,3,160,e90b7b4664159095134dec8eae127d44
Losartan,Kiwi Medical Supplies,2424.0,Saudi German Hospital Dubai,18,3,766,0bf774d6915efebb2d5ae04fb431c4d8
Insulin Pen,Metromed,4731.0,Mediclinic City Hospital Dubai,25,5,298,2e30cc118402636dc3746be045fc88b0
Stethoscope,Gulf Drug,5001.0,Saudi German Hospital Dubai,37,3,207,ba55734c66f6a2f5513404f45d235e8b
Omeprazole,Gulf Drug,12473.0,NMC Royal Hospital Dubai,46,4,684,9bb8c0492014f0ee44238fd9e29f2542
Bandage Roll,Kiwi Medical Supplies,1689.0,NMC Royal Hospital Dubai,28,4,171,9706a51229bed27d217dcc359c8a2048
Sterile Gauze,HealthPro Distributors UAE,1604.0,Emirates Hospital Dubai,49,3,343,01feea264c5c10f069252948780d2c12
Surgical Masks,Global Med UAE,4491.0,Emirates Hospital Dubai,10,3,318,eead8973b1aa4d279359de4e89ab291a
Fluconazole,Gulf Drug,5551.0,NMC Royal Hospital Dubai,12,3,585,205bfcc37ea0c62134ef1b5cd0eb1d3e
Scalpel,Planet Distribution,2162.0,Thumbay Hospital Dubai,11,5,912,f5065e66b99d8999de2e07524f6d0981
Syringe Set,Kiwi Medical Supplies,23401.0,NMC Royal Hospital Dubai,11,4,189,189bef1db832a0491fce5fdb9662187a
Defibrillator,HealthPro Distributors UAE,1049.0,American Hospital Dubai,43,4,964,9e3bf995a50faa5bd11bdb523a066892
Prednisolone,Al Zahrawi Medical,7689.0,American Hospital Dubai,26,1,874,80e195042cfcac6d1433b0ba45b5d04e
Surgical Scissors,Al Zahrawi Medical,3866.0,Thumbay Hospital Dubai,22,3,368,df650b8411c148e12c4da39f1705e094
Pantoprazole,Pharma Solutions,4618.0,Dubai Hospital,35,2,860,46d469d0b421e5f298b4a19471d2f9fa
Surgical Masks,Al Naghi Medical,6267.0,Al Zahra Hospital Dubai,43,3,863,a9137f46d5814fe0415e213262e414d2
Levothyroxine,Al Zahrawi Medical,7593.0,Dubai Hospital,50,4,479,8dfe0d9522624943407914b44d9aecd9
Thermometer,Gulf Drug,8454.0,Mediclinic City Hospital Dubai,21,5,768,63e325ea93fa07a83a7cda9e6e8ef399
Bandage Roll,Al Maqam Medical Supplies LLC,3988.0,Dubai Hospital,26,1,251,6499d2ac2f60f48eed15abb5478c8ef1
Ventilator,Planet Distribution,5927.0,Saudi German Hospital Dubai,11,4,960,9bbedb2180757b76d81184ded19d82a1
Hand Sanitizer,Al Zahrawi Medical,4698.0,Dubai Hospital,11,3,142,f98305371aa3439eb3fc0bf611e7d8c8
Omeprazole,Kiwi Medical Supplies,9605.0,Saudi German Hospital Dubai,40,4,924,10e86b838879d6b06db95accd3d2bb6b
Levothyroxine,Planet Distribution,9701.0,Thumbay Hospital Dubai,38,3,206,2f8a2a50aced1517e380abe728843749
Doxycycline,Babirus LLC,7516.0,American Hospital Dubai,50,2,185,90a6b7be07aba176c037d953333c31c1
Azithromycin,MPC Healthcare,8504.0,Emirates Hospital Dubai,15,3,685,3ffe7fde52d157fb5e98ac38dbe94b94
Aspirin,Al Maqam Medical Supplies LLC,8463.0,Saudi German Hospital Dubai,38,5,767,1d13b003170f0c303454a98b9a9c1498
Metformin,Paramount Medical Equipment Trading LLC,11636.0,American Hospital Dubai,12,3,472,b630dd410ecbb200df0d92cb40a9bd02
Drip Stand,MPC Healthcare,3774.0,Al Zahra Hospital Dubai,18,2,288,6de55e645660c7c9af5c20168f730760
Losartan,Babirus LLC,2812.0,Mediclinic City Hospital Dubai,41,4,683,333c2c7f30772208f0f1b7dd40c0b8c7
Stethoscope,Metromed,5760.0,Al Zahra Hospital Dubai,36,4,742,ac495a77b71b7b340f95826f7a848632
Fluconazole,HealthPro Distributors UAE,5354.0,Thumbay Hospital Dubai,45,3,820,20b05134e54cfd4d7320bebd7c995072
Ibuprofen,Gulf Drug,1678.0,Dubai Hospital,42,2,880,f92015b8548065c676fd9e461f2f31e8
Drip Stand,HealthPro Distributors UAE,1556.0,Dubai Hospital,50,3,838,9aa815e00db1b011de24fec289e8962f
Surgical Masks,City Pharmacy Co.,4263.0,NMC Royal Hospital Dubai,15,5,895,8f09da40170f64ca2c419d69afdacb1b
Paracetamol,Al Naghi Medical,16950.0,NMC Royal Hospital Dubai,31,2,770,32ce2f3e66a64aa061a03c2fc7d4b3e6
Aspirin,HealthPro Distributors UAE,11838.0,NMC Royal Hospital Dubai,15,3,953,bf1f8259ec8aead7e151e323fc0c7236
Levothyroxine,Al Zahrawi Medical,7949.0,Al Zahra Hospital Dubai,41,4,971,e277e471561c9ee5ced36e43a47d3301
Prednisolone,Paramount Medical Equipment Trading LLC,8351.0,Saudi German Hospital Dubai,37,3,431,53183050cd5b0f34c0f6a0f01321c353
Surgical Scissors,MPC Healthcare,1986.0,Mediclinic City Hospital Dubai,38,1,654,e1c246b408847b0c23333b1f6c781ab2
Surgical Scissors,AKI Pharma,1045.0,NMC Royal Hospital Dubai,46,4,356,1d71c1dcb8428ebd923433e2929c1cba
Aspirin,AKI Pharma,12596.0,Thumbay Hospital Dubai,47,3,978,da5d1dbe961e0327d7b6f4fed36dd14d
Salbutamol,Planet Distribution,9375.0,Thumbay Hospital Dubai,15,4,891,01d07729dbe6ec5822e6ea5067dea24b
Levothyroxine,MPC Healthcare,7265.0,NMC Royal Hospital Dubai,23,3,896,4eaea82f7d4a4b32391cbf0a4e9a9d18
Ciprofloxacin,Planet Distribution,5168.0,Dubai Hospital,50,2,635,766f041c92db909be8a43cb58e6ee17b
Losartan,Al Maqam Medical Supplies LLC,1902.0,NMC Royal Hospital Dubai,43,5,131,5c5518940a3d87399ed687052a162727
Metronidazole,Planet Distribution,1146.0,Mediclinic City Hospital Dubai,14,4,424,72b74143a5ebab82c2d33bd72b570a24
Metformin,Kiwi Medical Supplies,13177.0,NMC Royal Hospital Dubai,33,1,157,5d8173cf3c38d604256ed84c9d185bd1
Syringe Set,Metromed,23626.0,Mediclinic City Hospital Dubai,34,2,244,af0cb05c6714400f2de7d40da68d8d0a
Metformin,Planet Distribution,14443.0,Thumbay Hospital Dubai,33,2,813,3ea298d7a854342d63a7faaa010a5de9
Simvastatin,Metromed,9080.0,NMC Royal Hospital Dubai,17,3,829,d56c80ea428327bc3dec150799292b8b
Salbutamol,AKI Pharma,9514.0,Al Zahra Hospital Dubai,37,2,272,1d40a63a081c5fed781fe81492c73017
Ibuprofen,Al Maqam Medical Supplies LLC,2684.0,Emirates Hospital Dubai,26,3,935,4c583b98c581d21b7a40f69779fe6281
Levothyroxine,Metromed,7203.0,Al Zahra Hospital Dubai,13,4,805,8bdc07414b8d32a2cc8357b3df41b911
Bandage Roll,Al Zahrawi Medical,4131.0,Thumbay Hospital Dubai,23,2,998,b489dbe3f0325cb46012c4ecf270e7a4
Hydrochlorothiazide,Planet Distribution,11936.0,Mediclinic City Hospital Dubai,46,3,852,e03cbe1291ce4e4b94423fc14cf53d5e
Prednisolone,Global Med UAE,7435.0,Al Zahra Hospital Dubai,25,3,300,261f230aba04faa72ddca96ebff51f40
Ciprofloxacin,Global Med UAE,6756.0,Mediclinic City Hospital Dubai,21,1,862,2bb2cb7e488cb6f9c09fed1016d073e6
Metformin,Planet Distribution,14144.0,Al Zahra Hospital Dubai,12,1,746,1cf7d10928009b4594bca7ddf68674f8
Levothyroxine,Babirus LLC,10333.0,Al Zahra Hospital Dubai,45,5,847,e44fb2fa635ce72e281d71c6bff90754
Wheelchair,Pharma Solutions,2958.0,Mediclinic City Hospital Dubai,12,3,760,b3624942851c7b30edf956bfc43ce834
Metronidazole,Pharma Solutions,712.0,Saudi German Hospital Dubai,47,3,712,b6bb0f231a8943de99107b46d1346c68
Bandage Roll,Babirus LLC,2407.0,Al Zahra Hospital Dubai,50,2,256,cec31ba2585e16c982be5b0474cbde50
Sterile Gauze,Paramount Medical Equipment Trading LLC,1654.0,NMC Royal Hospital Dubai,49,3,260,00651f4ea317893be362ac020cef5b1f
Ciprofloxacin,Gulf Drug,8495.0,Emirates Hospital Dubai,38,4,777,ffe44a40605c74a1fa9a2296347a38a5
Ciprofloxacin,HealthPro Distributors UAE,7994.0,Thumbay Hospital Dubai,15,4,519,6f961315e3027f59a9d2d562219f8d8b
Ciprofloxacin,MPC Healthcare,4484.0,Saudi German Hospital Dubai,17,3,998,24d0c6d59e4fbbdbac6bcbd140b4864d
Pantoprazole,Planet Distribution,3153.0,Mediclinic City Hospital Dubai,42,4,142,979836584b040d20c53e2dfaa6f57383
Paracetamol,Al Naghi Medical,16092.0,Saudi German Hospital Dubai,36,3,746,028621500b050888b85464a119e591ae
Hand Sanitizer,AKI Pharma,2747.0,American Hospital Dubai,16,2,514,1cc008cb05dd7fa5e14dfab728928b11
Blood Pressure Monitor,Al Zahrawi Medical,165.0,American Hospital Dubai,30,3,720,9314f9cdc4de817dc0e82ee1e65b6ae8
Wheelchair,Babirus LLC,502.0,Al Zahra Hospital Dubai,14,4,508,6509927293fd1a59855c67b807fbdd58
ECG Machine,Planet Distribution,4951.0,Al Zahra Hospital Dubai,21,4,248,0de5fe43fb1a5189090879e41dd2e9a8
IV Bag,Gulf Drug,13703.0,NMC Royal Hospital Dubai,35,4,442,01743e20409267765402cd5aef6f818b
Drip Stand,Planet Distribution,2569.0,Emirates Hospital Dubai,24,1,171,98cfcf2983a471f21db09a83aba26e0d
Paracetamol,Al Naghi Medical,15753.0,Thumbay Hospital Dubai,32,1,995,81ef6a0de8a8e6b36fa6a3fa97c0516f
Losartan,Global Med UAE,694.0,Saudi German Hospital Dubai,13,4,221,d093a037977e5267f4067409669c3919
Levothyroxine,HealthPro Distributors UAE,8083.0,American Hospital Dubai,22,3,904,0b21c8a87da98cdc3eb246c2b89f1d5f
Metformin,Paramount Medical Equipment Trading LLC,14763.0,Al Zahra Hospital Dubai,21,4,495,70dedb4c81267fc540757c7ae517b426
Pulse Oximeter,Paramount Medical Equipment Trading LLC,3763.0,Dubai Hospital,29,3,328,468bd30ae682d3bf8f9caecfdd9b34e5
Ciprofloxacin,Al Naghi Medical,4865.0,Dubai Hospital,27,4,865,82c8b65588debc804fdc6b119edb9536
Pantoprazole,Gulf Drug,3973.0,Thumbay Hospital Dubai,12,4,740,4aa52a0f6aa8e2128eeb9e4e74b30e49
Ciprofloxacin,Gulf Drug,4793.0,Saudi German Hospital Dubai,17,2,775,06299567ba36974b999ca15d0b81ed9b
Sterile Gauze,Planet Distribution,791.0,Al Zahra Hospital Dubai,44,2,797,8d1d696ad22ccafc1f6fa9e586f2083f
Atorvastatin,Planet Distribution,5060.0,Al Zahra Hospital Dubai,23,4,304,95ac3e019be4a01ddb2873bb86c4c825
Scalpel,Metromed,2799.0,American Hospital Dubai,29,2,684,d057a08ddcd0b1df8e6949926611d1e8
Doxycycline,MPC Healthcare,8018.0,American Hospital Dubai,12,3,190,8a81d834ebdf8aad84b279968a29302a
ECG Machine,Paramount Medical Equipment Trading LLC,2169.0,Al Zahra Hospital Dubai,23,4,270,576e1f9ac354cdd53f7d6af8bebe13a6
Salbutamol,Paramount Medical Equipment Trading LLC,6493.0,Mediclinic City Hospital Dubai,38,1,428,0b50aa24d5d289cabcfc4277713e3950
Ibuprofen,City Pharmacy Co.,915.0,Al Zahra Hospital Dubai,33,3,764,db05ea960f01c5ef3d085429df665f9b
Paracetamol,Pharma Solutions,18689.0,Thumbay Hospital Dubai,30,3,132,be5154bd8973dba7df90697daf5e867d
Sterile Gauze,Pharma Solutions,3635.0,Al Zahra Hospital Dubai,42,4,970,56ce9699d084fa74a5b5d0550a90e392
Losartan,Planet Distribution,2693.0,NMC Royal Hospital Dubai,17,3,783,f5c549be44ca8cd1e58d3e780586971b
Defibrillator,Planet Distribution,3694.0,Emirates Hospital Dubai,14,2,141,e079d16e5f4e5d018c1b30bf9a86536c
Aspirin,Al Zahrawi Medical,8383.0,NMC Royal Hospital Dubai,40,1,931,890eb1f44fc395cbc388e6afd43df2e2
Fluconazole,Gulf Drug,6194.0,NMC Royal Hospital Dubai,28,3,916,0c4bdfde77d12313a8e8f1c30376608d
Azithromycin,Babirus LLC,10769.0,Mediclinic City Hospital Dubai,33,3,645,eafc9c6b1e627ea9e4bfff7009d599c5
Losartan,Pharma Solutions,4202.0,Mediclinic City Hospital Dubai,42,2,646,73d48ccd7639aba82951e4249c3db118
Syringe Set,AKI Pharma,22889.0,Dubai Hospital,12,3,110,7216ca27a918b2837daf0420e588d3b8
Wheelchair,Planet Distribution,2414.0,Al Zahra Hospital Dubai,27,2,992,36ded4b57b626444f3cc262e7d5edc94
Metformin,Gulf Drug,11304.0,NMC Royal Hospital Dubai,34,4,231,b138817aa89ad27c917d511a0351391b
Prednisolone,Al Zahrawi Medical,6090.0,Mediclinic City Hospital Dubai,21,3,461,7f7e72e6ebf4c551afe85b1f617ea8ec
Azithromycin,MPC Healthcare,10850.0,American Hospital Dubai,34,5,839,4bdcb08bac416889d8083dccae1bd02f
Metformin,Kiwi Medical Supplies,12158.0,Al Zahra Hospital Dubai,24,1,376,89f4b84bce457734f2413ca964d50ea7
Stethoscope,Al Naghi Medical,3283.0,Thumbay Hospital Dubai,35,3,521,7aba59865e19ce9d6a24e2f85f5d3818
Azithromycin,Al Naghi Medical,10020.0,Emirates Hospital Dubai,47,2,213,09e2385d2cc7be66d59222cacc1a863c
Scalpel,Babirus LLC,4338.0,Saudi German Hospital Dubai,39,4,484,eb7e40e2afb0feb2efc9d4b0e85d2137
Azithromycin,Kiwi Medical Supplies,8801.0,Al Zahra Hospital Dubai,31,2,847,8f4b6034680439a84aa9a69978594ea2
Thermometer,Pharma Solutions,5244.0,Saudi German Hospital Dubai,24,3,270,52cb3aa8ef121425c3b7d9619023aeb3
Thermometer,Planet Distribution,7579.0,NMC Royal Hospital Dubai,15,2,539,1fb0ae29a5208c81c02fdd4a3f8edc47
Defibrillator,AKI Pharma,1063.0,Emirates Hospital Dubai,15,4,217,6812c64a71a539874608afbc97a1466c
Surgical Masks,Gulf Drug,3031.0,Saudi German Hospital Dubai,19,3,695,d4c0e617cb2ded54e9bdcf80c52924d9
Syringe Set,Planet Distribution,24036.0,NMC Royal Hospital Dubai,32,2,833,d645803b89659683590d7066c556dace
Losartan,Babirus LLC,2202.0,American Hospital Dubai,48,4,376,ad737e6d88f0fe2804b6da30c016e348
Losartan,Paramount Medical Equipment Trading LLC,2071.0,Saudi German Hospital Dubai,21,1,134,a5a84100facae7a5ad40265a75d2891f
Hand Sanitizer,Paramount Medical Equipment Trading LLC,3025.0,Emirates Hospital Dubai,17,3,746,b890ca3f6438ef84918e27f035db41df
IV Bag,Paramount Medical Equipment Trading LLC,10386.0,Dubai Hospital,29,3,366,7b2bc5c4241ac982124cc209431d574f
Atorvastatin,City Pharmacy Co.,4900.0,Al Zahra Hospital Dubai,30,4,171,f13e1d145eb0f757363cb2bc8bc2e8f8
Salbutamol,Planet Distribution,7741.0,NMC Royal Hospital Dubai,33,4,758,27ee50c1ec42e3eb380e58741645cda8
Aspirin,Paramount Medical Equipment Trading LLC,12451.0,Al Zahra Hospital Dubai,46,2,852,383b96b1a462c838a5e218e9d4ea0aca
