supply_name,supplier_name,date_supplied,quantity_supplied,hospital_name
Stethoscope,Adams Group,2025-03-12,1274,Matthewfurt General Hospital
Oxygen Cylinder,Rogers LLC,2024-11-27,4423,Matthewfurt General Hospital
Lisinopril,Rogers LLC,2023-11-12,641,Meyerchester General Hospital
Aspirin,"Cunningham, Yu and Smith",2024-10-08,4144,South Dominiqueburgh General Hospital
Surgical Scissors,Smith Ltd,2023-07-01,1971,Williamburgh General Hospital
Prednisolone,Garcia-Williams,2023-06-14,1080,Michaelmouth General Hospital
Disposable Gloves,Garcia-Williams,2023-12-08,3377,New Loganmouth General Hospital
Doxycycline,Mack LLC,2023-08-29,4906,New Timothy General Hospital
Paracetamol,Gray PLC,2023-11-01,4435,Lake Keithfort General Hospital
Fluconazole,"Solis, Clark and Lynch",2024-07-15,846,Lake Keithfort General Hospital
Levothyroxine,"Cunningham, Yu and Smith",2025-03-26,1112,Barnettstad General Hospital
Lisinopril,"Sanchez, Smith and Graham",2024-02-29,76,New Cynthia General Hospital
Hydrochlorothiazide,Adams Group,2023-07-11,1119,New Timothy General Hospital
Hand Sanitizer,Johns Group,2024-05-20,4640,Richardsonside General Hospital
Paracetamol,"Hunt, Cohen and Little",2025-03-19,3080,Richardsonside General Hospital
Ciprofloxacin,Rogers LLC,2023-07-15,4681,Elizabethland General Hospital
Stethoscope,Rodriguez-Santana,2024-10-30,174,New Cynthia General Hospital
Sterile Gauze,Mack LLC,2024-11-23,1947,Zacharyburgh General Hospital
ECG Machine,Rogers LLC,2023-07-22,518,Pittsmouth General Hospital
Disposable Gloves,"Sanchez, Smith and Graham",2024-04-06,2894,Williamburgh General Hospital
Metformin,Rogers LLC,2024-05-04,931,Matthewfurt General Hospital
Blood Pressure Monitor,Rogers LLC,2025-01-30,1473,South Dominiqueburgh General Hospital
Lisinopril,Mack LLC,2024-02-23,2996,Whitneyfurt General Hospital
Metformin,"Solis, Clark and Lynch",2024-04-16,1352,North Dennisborough General Hospital
Drip Stand,Johns Group,2024-04-09,878,South Dominiqueburgh General Hospital
Sterile Gauze,Adams Group,2024-01-28,1959,South Dominiqueburgh General Hospital
Paracetamol,"Solis, Clark and Lynch",2024-06-18,2434,New Timothy General Hospital
Metformin,"Hunt, Cohen and Little",2024-01-01,3200,West Josefort General Hospital
Prednisolone,Adams Group,2025-02-25,3194,Susanchester General Hospital
Stethoscope,Berry-Baker,2024-03-18,3789,Lake Keithfort General Hospital
Levothyroxine,"Hunt, Cohen and Little",2024-03-30,2341,South Dominiqueburgh General Hospital
IV Bag,"Hunt, Cohen and Little",2023-06-15,3916,Whitneyfurt General Hospital
Atorvastatin,Rodriguez-Santana,2025-03-29,4822,Port Aprilside General Hospital
Metronidazole,"Solis, Clark and Lynch",2025-04-08,1019,South Dominiqueburgh General Hospital
Paracetamol,Peterson-Williams,2024-05-14,216,Port Selena General Hospital
Thermometer,"Hunt, Cohen and Little",2023-10-16,981,Allenshire General Hospital
Metronidazole,Berry-Baker,2024-08-27,3017,Whitneyfurt General Hospital
Insulin Pen,"Hunt, Cohen and Little",2025-03-16,1159,Port Courtneytown General Hospital
Hydrochlorothiazide,"Sanchez, Smith and Graham",2023-10-24,3972,South Dominiqueburgh General Hospital
Ventilator,"Hunt, Cohen and Little",2023-06-30,3864,Williamburgh General Hospital
Stethoscope,Rogers LLC,2024-11-26,3888,Whitneyfurt General Hospital
Azithromycin,Gray PLC,2023-07-12,4319,Matthewfurt General Hospital
Hand Sanitizer,"Solis, Clark and Lynch",2023-11-28,4724,Port Aprilside General Hospital
Defibrillator,Rodriguez-Santana,2024-12-24,3644,Susanchester General Hospital
ECG Machine,Adams Group,2023-09-03,1681,East Williamtown General Hospital
Disposable Gloves,"Thomas, Tyler and Smith",2023-07-12,2990,East Olivia General Hospital
IV Bag,Adams Group,2025-02-02,3787,South Dominiqueburgh General Hospital
Stethoscope,Peterson-Williams,2023-07-14,1540,Meyerchester General Hospital
Thermometer,"Thomas, Tyler and Smith",2024-07-21,554,East Williamtown General Hospital
Syringe Set,"Hunt, Cohen and Little",2024-01-09,2946,West Vincent General Hospital
Scalpel,Gray PLC,2025-03-31,395,Crosstown General Hospital
Metformin,Berry-Baker,2024-12-22,1753,Andrewburgh General Hospital
Insulin Pen,Johns Group,2024-04-29,263,Michaelmouth General Hospital
Ciprofloxacin,"Sanchez, Smith and Graham",2023-10-13,3720,Andrewburgh General Hospital
Blood Pressure Monitor,Berry-Baker,2023-11-17,1013,New Timothy General Hospital
Fluconazole,Peterson-Williams,2024-02-29,4733,New Timothy General Hospital
Bandage Roll,Smith Ltd,2024-05-24,87,Port Courtneytown General Hospital
Pantoprazole,Adams Group,2024-01-02,1117,Whitneyfurt General Hospital
Thermometer,"Sanchez, Smith and Graham",2023-12-19,3171,Port Courtneytown General Hospital
Metronidazole,"Hunt, Cohen and Little",2025-02-28,4856,Allenshire General Hospital
Oxygen Cylinder,Adams Group,2024-11-04,3133,Elizabethland General Hospital
Defibrillator,Johns Group,2024-07-17,1768,Dustinport General Hospital
Disposable Gloves,Rogers LLC,2024-10-05,1666,Graymouth General Hospital
Prednisolone,Johns Group,2024-10-17,3455,Whitneyfurt General Hospital
Pulse Oximeter,"Cunningham, Yu and Smith",2023-08-14,4109,Whitneyfurt General Hospital
Doxycycline,Garcia-Williams,2023-09-19,2491,Susanchester General Hospital
Oxygen Cylinder,Adams Group,2025-02-07,4064,Lake Keithfort General Hospital
Syringe Set,Garcia-Williams,2025-03-30,1748,West Laurenview General Hospital
Thermometer,Adams Group,2025-01-06,4508,South Dominiqueburgh General Hospital
Bandage Roll,Peterson-Williams,2024-04-02,2228,Matthewfurt General Hospital
Hydrochlorothiazide,Garcia-Williams,2025-04-08,268,Petersonbury General Hospital
Salbutamol,"Solis, Clark and Lynch",2024-08-05,1802,Lake Brianmouth General Hospital
Wheelchair,"Solis, Clark and Lynch",2025-03-13,798,New Loganmouth General Hospital
Hand Sanitizer,"Thomas, Tyler and Smith",2024-06-27,1972,New Timothy General Hospital
Salbutamol,Rodriguez-Santana,2024-04-03,1324,New Cynthia General Hospital
Pulse Oximeter,"Thomas, Tyler and Smith",2025-01-01,257,South Dominiqueburgh General Hospital
Losartan,Mack LLC,2024-10-31,230,Williamburgh General Hospital
Drip Stand,"Sanchez, Smith and Graham",2024-11-17,2349,New Timothy General Hospital
Simvastatin,Smith Ltd,2024-06-14,4433,New Bryanstad General Hospital
Wheelchair,Garcia-Williams,2025-01-09,290,New Timothy General Hospital
Wheelchair,Smith Ltd,2023-09-02,2120,Lake Stephenshire General Hospital
Metformin,Gray PLC,2024-04-08,1017,Whitneyfurt General Hospital
Aspirin,Smith Ltd,2024-12-09,4221,West Laurenview General Hospital
Bandage Roll,"Thomas, Tyler and Smith",2024-05-17,3304,Meyerchester General Hospital
Doxycycline,Johns Group,2024-07-30,3266,South Dominiqueburgh General Hospital
Paracetamol,Garcia-Williams,2024-09-28,3628,Dustinport General Hospital
Defibrillator,"Hunt, Cohen and Little",2024-06-14,4073,Meyerchester General Hospital
Doxycycline,"Thomas, Tyler and Smith",2025-01-20,2140,Graymouth General Hospital
Atorvastatin,Gray PLC,2024-12-31,2227,New Timothy General Hospital
Atorvastatin,Berry-Baker,2023-09-17,750,Lake Keithfort General Hospital
Amoxicillin,Peterson-Williams,2025-04-09,3436,Williamburgh General Hospital
IV Bag,"Cunningham, Yu and Smith",2024-03-06,2683,Christopherhaven General Hospital
Disposable Gloves,Garcia-Williams,2023-09-04,3540,Graymouth General Hospital
Blood Pressure Monitor,Adams Group,2025-02-11,2630,Whitneyfurt General Hospital
Azithromycin,"Thomas, Tyler and Smith",2023-05-28,2579,Port Courtneytown General Hospital
Blood Pressure Monitor,Rodriguez-Santana,2024-04-11,4478,South Dominiqueburgh General Hospital
Disposable Gloves,Garcia-Williams,2024-02-06,563,Whitneyfurt General Hospital
Thermometer,Mack LLC,2023-04-27,2779,Lake Keithfort General Hospital
Metformin,Gray PLC,2023-09-07,1940,West Laurenview General Hospital
Amoxicillin,Gray PLC,2023-11-23,4246,Lake Keithfort General Hospital
Ventilator,Adams Group,2023-10-22,3650,Allenshire General Hospital
Defibrillator,Rogers LLC,2023-09-23,1813,Jeffreyshire General Hospital
Defibrillator,Johns Group,2023-08-23,1658,Dustinport General Hospital
Aspirin,"Hunt, Cohen and Little",2025-02-01,207,Barnettstad General Hospital
Omeprazole,Smith Ltd,2023-12-04,3294,Matthewfurt General Hospital
IV Bag,Mack LLC,2024-08-20,3703,Whitneyfurt General Hospital
Azithromycin,Rogers LLC,2025-01-01,4116,Meyerchester General Hospital
Wheelchair,Rogers LLC,2024-06-14,4849,East Olivia General Hospital
Stethoscope,"Hunt, Cohen and Little",2025-01-27,1800,Elizabethland General Hospital
Surgical Masks,Peterson-Williams,2024-01-04,3526,Lake Stephenshire General Hospital
Lisinopril,Adams Group,2024-05-11,1769,Christopherhaven General Hospital
Paracetamol,"Solis, Clark and Lynch",2023-12-11,1013,Barnettstad General Hospital
Oxygen Cylinder,Smith Ltd,2024-09-17,299,North Ryantown General Hospital
Surgical Scissors,Rogers LLC,2024-11-20,3935,Port Aprilside General Hospital
Metformin,Mack LLC,2024-11-09,4692,Raymondhaven General Hospital
Wheelchair,Smith Ltd,2023-12-29,2245,Whitneyfurt General Hospital
Metformin,Rodriguez-Santana,2025-04-07,632,New Timothy General Hospital
Surgical Scissors,"Solis, Clark and Lynch",2024-01-30,3590,New Timothy General Hospital
Doxycycline,Rodriguez-Santana,2023-04-29,3448,New Timothy General Hospital
Lisinopril,Gray PLC,2024-12-07,627,Matthewfurt General Hospital
Hand Sanitizer,Gray PLC,2023-08-19,2884,Lake Stephenshire General Hospital
Levothyroxine,Johns Group,2024-11-09,4911,Meyerchester General Hospital
Paracetamol,"Cunningham, Yu and Smith",2024-01-26,172,South Dominiqueburgh General Hospital
Lisinopril,Smith Ltd,2024-07-23,3427,Dustinport General Hospital
Lisinopril,Johns Group,2023-05-14,4527,New Timothy General Hospital
Paracetamol,Garcia-Williams,2023-10-18,4217,New Mark General Hospital
Syringe Set,Gray PLC,2024-10-18,4552,Reynoldsberg General Hospital
Surgical Scissors,Johns Group,2025-01-13,2830,Christopherhaven General Hospital
Blood Pressure Monitor,Rodriguez-Santana,2025-03-18,4561,Matthewfurt General Hospital
Aspirin,Mack LLC,2023-05-03,670,East Olivia General Hospital
Losartan,"Solis, Clark and Lynch",2024-03-31,3402,Lake Stephenshire General Hospital
Amoxicillin,Mack LLC,2025-01-29,3944,Michaelmouth General Hospital
Insulin Pen,"Cunningham, Yu and Smith",2023-05-24,2035,Meyerchester General Hospital
Metronidazole,Rogers LLC,2025-03-26,3206,Allenshire General Hospital
Metronidazole,Peterson-Williams,2024-05-29,1362,Lake Stephenshire General Hospital
Metformin,Peterson-Williams,2024-10-19,1319,Allenshire General Hospital
Syringe Set,Rogers LLC,2023-06-14,4834,Andrewburgh General Hospital
Salbutamol,"Sanchez, Smith and Graham",2025-04-02,3296,Matthewfurt General Hospital
Metronidazole,Gray PLC,2025-02-03,1828,New Mark General Hospital
Amoxicillin,Smith Ltd,2024-01-20,527,New Loganmouth General Hospital
Paracetamol,Berry-Baker,2025-01-09,2422,Richardsonside General Hospital
Omeprazole,"Hunt, Cohen and Little",2023-06-20,2621,New Bryanstad General Hospital
Ventilator,Berry-Baker,2024-07-06,2329,Port Courtneytown General Hospital
Losartan,Gray PLC,2023-09-21,24,Jennifershire General Hospital
Surgical Scissors,Smith Ltd,2024-03-02,3084,Dustinport General Hospital
Paracetamol,Garcia-Williams,2024-12-08,1788,Matthewfurt General Hospital
Bandage Roll,"Sanchez, Smith and Graham",2024-12-02,1038,Meyerchester General Hospital
Bandage Roll,Rogers LLC,2024-05-02,882,Reynoldsberg General Hospital
Prednisolone,Rodriguez-Santana,2023-11-12,1304,Reynoldsberg General Hospital
Simvastatin,Berry-Baker,2025-01-22,4370,Matthewfurt General Hospital
IV Bag,Rodriguez-Santana,2025-02-02,1075,Port Courtneytown General Hospital
Simvastatin,Gray PLC,2024-08-05,4935,Williamburgh General Hospital
Ventilator,"Thomas, Tyler and Smith",2023-12-10,1917,Roytown General Hospital
IV Bag,Berry-Baker,2025-01-01,1615,Williamburgh General Hospital
Hydrochlorothiazide,Rodriguez-Santana,2023-12-17,276,Port Courtneytown General Hospital
Hand Sanitizer,Gray PLC,2024-07-17,1466,Williamburgh General Hospital
Drip Stand,Smith Ltd,2024-05-25,4773,Meyerchester General Hospital
Metronidazole,"Sanchez, Smith and Graham",2023-06-18,3302,Whitneyfurt General Hospital
Scalpel,"Hunt, Cohen and Little",2023-06-25,3959,Lake Keithfort General Hospital
Metformin,"Sanchez, Smith and Graham",2025-03-14,751,Allenshire General Hospital
Scalpel,"Hunt, Cohen and Little",2025-03-12,3752,Meyerchester General Hospital
Ciprofloxacin,Mack LLC,2025-02-26,1638,Barnettstad General Hospital
Metronidazole,Rogers LLC,2024-01-19,4132,Lake Keithfort General Hospital
Blood Pressure Monitor,Berry-Baker,2023-06-19,1502,West Vincent General Hospital
Fluconazole,"Thomas, Tyler and Smith",2024-11-02,1267,Pittsmouth General Hospital
Hand Sanitizer,Mack LLC,2023-06-22,3419,Crosstown General Hospital
Ventilator,"Hunt, Cohen and Little",2024-09-11,3014,Port Annachester General Hospital
Scalpel,"Thomas, Tyler and Smith",2024-04-23,1753,Port Aprilside General Hospital
Scalpel,"Hunt, Cohen and Little",2023-07-29,4552,West Laurenview General Hospital
Oxygen Cylinder,"Sanchez, Smith and Graham",2024-04-10,206,Allenshire General Hospital
Hand Sanitizer,"Hunt, Cohen and Little",2024-05-30,3771,Walterstown General Hospital
Drip Stand,Smith Ltd,2023-06-26,4935,Susanchester General Hospital
Paracetamol,Berry-Baker,2025-04-18,1769,Port Courtneytown General Hospital
Metronidazole,Gray PLC,2024-09-22,4449,Port Courtneytown General Hospital
Paracetamol,Berry-Baker,2024-06-15,2770,Christopherhaven General Hospital
Bandage Roll,"Solis, Clark and Lynch",2024-01-31,3403,East Victoria General Hospital
Doxycycline,Johns Group,2025-01-13,2465,Lake Keithfort General Hospital
Atorvastatin,"Sanchez, Smith and Graham",2025-04-10,3591,Lake Stephenshire General Hospital
ECG Machine,Peterson-Williams,2024-05-04,123,Lake Stephenshire General Hospital
Simvastatin,Mack LLC,2024-07-29,76,Whitneyfurt General Hospital
Surgical Masks,Gray PLC,2024-08-22,2611,New Bryanstad General Hospital
Hydrochlorothiazide,"Cunningham, Yu and Smith",2024-03-24,4079,Lake Keithfort General Hospital
ECG Machine,"Cunningham, Yu and Smith",2023-04-24,328,East Williamtown General Hospital
Paracetamol,Rogers LLC,2023-10-03,2446,Whitneyfurt General Hospital
Atorvastatin,Mack LLC,2024-08-28,3143,Jonesfurt General Hospital
Paracetamol,Berry-Baker,2025-04-05,2766,Port Courtneytown General Hospital
Simvastatin,Johns Group,2023-11-14,3765,Allenshire General Hospital
Paracetamol,"Thomas, Tyler and Smith",2024-11-09,4555,Allenshire General Hospital
Scalpel,Peterson-Williams,2025-03-19,596,South Dominiqueburgh General Hospital
Levothyroxine,"Thomas, Tyler and Smith",2024-03-12,1096,Lake Keithfort General Hospital
Ventilator,Rogers LLC,2023-12-08,2207,Port Courtneytown General Hospital
Omeprazole,"Thomas, Tyler and Smith",2024-01-05,4317,Matthewfurt General Hospital
Ibuprofen,"Hunt, Cohen and Little",2024-12-06,3315,Port Courtneytown General Hospital
Surgical Masks,"Cunningham, Yu and Smith",2023-05-10,3377,New Timothy General Hospital
Levothyroxine,"Cunningham, Yu and Smith",2024-09-20,2746,Lake Keithfort General Hospital
Scalpel,"Solis, Clark and Lynch",2024-04-19,2681,West Laurenview General Hospital
Ciprofloxacin,Smith Ltd,2025-02-26,561,Allenshire General Hospital
Metronidazole,Johns Group,2023-11-08,4333,Meyerchester General Hospital
Omeprazole,Garcia-Williams,2024-11-04,730,New Timothy General Hospital
Disposable Gloves,"Cunningham, Yu and Smith",2023-11-13,723,South Dominiqueburgh General Hospital
Bandage Roll,Gray PLC,2025-01-17,4231,Jeffreyshire General Hospital
Prednisolone,"Thomas, Tyler and Smith",2024-08-19,546,Lake Stephenshire General Hospital
Defibrillator,Berry-Baker,2024-12-29,1835,Port Courtneytown General Hospital
Surgical Masks,Adams Group,2024-08-17,2417,West Josefort General Hospital
Ibuprofen,"Thomas, Tyler and Smith",2025-04-11,3314,Lake Stephenshire General Hospital
Simvastatin,Johns Group,2025-02-05,4186,Whitneyfurt General Hospital
Surgical Masks,"Hunt, Cohen and Little",2024-02-07,4913,Lake Stephenshire General Hospital
Sterile Gauze,Adams Group,2023-07-06,2985,East Olivia General Hospital
Ciprofloxacin,Rodriguez-Santana,2025-01-20,2312,New Loganmouth General Hospital
Scalpel,Adams Group,2024-03-02,1179,Matthewfurt General Hospital
Simvastatin,"Hunt, Cohen and Little",2024-02-22,4081,Walterstown General Hospital
Stethoscope,Johns Group,2024-10-20,3110,Lake Stephenshire General Hospital
Insulin Pen,Berry-Baker,2024-05-29,2840,South Dominiqueburgh General Hospital
Doxycycline,Peterson-Williams,2023-08-19,4484,East Olivia General Hospital
Surgical Scissors,Adams Group,2024-05-18,4113,Allenshire General Hospital
Lisinopril,Berry-Baker,2024-12-19,510,Richardsonside General Hospital
Levothyroxine,"Solis, Clark and Lynch",2024-03-26,2356,Williamburgh General Hospital
Levothyroxine,Rodriguez-Santana,2024-08-25,652,Coopershire General Hospital
Fluconazole,Mack LLC,2024-07-27,39,Port Courtneytown General Hospital
Oxygen Cylinder,Smith Ltd,2024-01-28,4493,Jennifershire General Hospital
Hand Sanitizer,Peterson-Williams,2023-04-29,4909,Lake Stephenshire General Hospital
Azithromycin,"Hunt, Cohen and Little",2024-08-16,1600,Matthewfurt General Hospital
Insulin Pen,Gray PLC,2023-08-05,456,New Timothy General Hospital
Blood Pressure Monitor,Peterson-Williams,2023-12-23,959,South Dominiqueburgh General Hospital
Levothyroxine,Gray PLC,2025-02-20,1866,New Mark General Hospital
ECG Machine,Johns Group,2024-03-11,3250,Williamburgh General Hospital
Aspirin,Garcia-Williams,2023-10-27,683,Michaelmouth General Hospital
Surgical Scissors,Adams Group,2024-10-29,3732,North Dennisborough General Hospital
Azithromycin,Garcia-Williams,2025-03-14,2745,Port Courtneytown General Hospital
Oxygen Cylinder,Smith Ltd,2024-06-21,4517,East Olivia General Hospital
Blood Pressure Monitor,Garcia-Williams,2023-04-30,3492,Barnettstad General Hospital
Lisinopril,"Hunt, Cohen and Little",2024-02-20,1836,Lake Brianmouth General Hospital
Lisinopril,Mack LLC,2023-11-07,4763,New Mark General Hospital
Lisinopril,"Hunt, Cohen and Little",2023-06-13,2584,Matthewfurt General Hospital
Amoxicillin,Adams Group,2024-12-23,4395,Meyerchester General Hospital
Azithromycin,Peterson-Williams,2024-08-12,2290,New Timothy General Hospital
ECG Machine,"Thomas, Tyler and Smith",2024-05-15,1377,Crosstown General Hospital
Omeprazole,Gray PLC,2025-03-23,4537,Dustinport General Hospital
Pulse Oximeter,"Hunt, Cohen and Little",2023-06-04,3034,Jonesfurt General Hospital
Atorvastatin,Rodriguez-Santana,2023-11-17,4179,Whitneyfurt General Hospital
Metformin,"Solis, Clark and Lynch",2024-07-21,1189,Allenshire General Hospital
Stethoscope,"Solis, Clark and Lynch",2024-07-28,4465,South Dominiqueburgh General Hospital
