id,keyword,location,text,target
9219,flu,India,My grandma just passed away from flu. RIP,1
9220,diabetes,France,Anyone else suffering from diabetes lately?,1
9221,headache,South Africa,"Doctor prescribed me new headache medication, hoping it helps.",1
9222,diabetes,India,I've been feeling really sick with diabetes all week. Anyone have any tips?,1
9223,asthma,Japan,I absolutely love my fitness journey so far.,0
9224,cancer,Canada,Does anyone know good treatments for cancer?,1
9225,flu,Germany,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
9226,cold,Canada,"Loving the new place I moved into, feels great!",0
9227,headache,Germany,Anyone else suffering from headache lately?,1
9228,headache,Germany,"Ugh, I've had a headache all day. Anyone know any good remedies?",1
9229,cold,France,Fitness goals achieved for the day!,0
9230,medication,Brazil,"Loving the new place I moved into, feels great!",0
9231,fitness,India,"This fitness is getting worse each day, any suggestions?",1
9232,diabetes,Japan,I've been feeling really sick with diabetes all week. Anyone have any tips?,1
9233,cold,France,I absolutely love my fitness journey so far.,0
9234,workout,Japan,"Had a nice cup of coffee, time to start the day!",0
9235,medication,India,Loving this healthy lifestyle I've been following.,0
9236,allergy,South Africa,"Had a nice cup of coffee, time to start the day!",0
9237,cold,Canada,Getting into the best shape of my life.,0
9238,allergy,India,Enjoying a relaxing day without any worries!,0
9239,headache,UK,Diagnosed with headache and really don't know what to do.,1
9240,cancer,Germany,Finally got medication for my cancer.,1
9241,headache,Canada,My grandma just passed away from headache. RIP,1
9242,workout,UK,"I'm all about that gym life, workouts every day.",0
9243,allergy,Japan,Fitness goals achieved for the day!,0
9244,asthma,Germany,"I'm all about that gym life, workouts every day.",0
9245,flu,India,Finally got medication for my flu.,1
9246,allergy,France,Feeling great after a relaxing yoga session.,0
9247,flu,Japan,Anyone else suffering from flu lately?,1
9248,cold,Germany,"Staying consistent with my workouts, it pays off.",0
9249,workout,Australia,"Staying consistent with my workouts, it pays off.",0
9250,allergy,South Africa,"Fitness is a lifestyle, and I'm fully embracing it.",0
9251,cold,Japan,Getting into the best shape of my life.,0
9252,cancer,Australia,My cancer symptoms are just unbearable.,1
9253,asthma,UK,"Loving the new place I moved into, feels great!",0
9254,allergy,Germany,Just finished a great workout at the gym Feeling energized,0
9255,fitness,Canada,Just got diagnosed with fitness. Anyone have any advice?,1
9256,medication,South Africa,This weather is perfect for a long run.,0
9257,cold,Canada,Getting into the best shape of my life.,0
9258,diabetes,France,Diagnosed with diabetes and really don't know what to do.,1
9259,flu,USA,"I've just been diagnosed with flu, looking for support.",1
9260,allergy,Brazil,Getting into the best shape of my life.,0
9261,workout,Canada,"Staying consistent with my workouts, it pays off.",0
9262,diabetes,Brazil,Finally got medication for my diabetes.,1
9263,flu,Australia,My flu symptoms are just unbearable.,1
9264,asthma,Germany,Feeling great after a relaxing yoga session.,0
9265,cancer,South Africa,I've been feeling really sick with cancer all week. Anyone have any tips?,1
9266,flu,Germany,Anyone else suffering from flu lately?,1
9267,fitness,Australia,Anyone else suffering from fitness lately?,1
9268,cold,Japan,I absolutely love my fitness journey so far.,0
9269,cold,UK,"Just had an amazing run, feeling so fit.",0
9270,allergy,France,"Loving the new place I moved into, feels great!",0
9271,flu,Germany,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
9272,asthma,South Africa,Loving this healthy lifestyle I've been following.,0
9273,flu,Japan,My flu symptoms are just unbearable.,1
9274,medication,Japan,Enjoying a relaxing day without any worries!,0
9275,asthma,Japan,Fitness goals achieved for the day!,0
9276,cold,Japan,"Staying consistent with my workouts, it pays off.",0
9277,fitness,Canada,"I've just been diagnosed with fitness, looking for support.",1
9278,allergy,USA,"I'm all about that gym life, workouts every day.",0
9279,headache,Australia,Diagnosed with headache and really don't know what to do.,1
9280,headache,Germany,I've been feeling really sick with headache all week. Anyone have any tips?,1
9281,cold,France,"Fitness is a lifestyle, and I'm fully embracing it.",0
9282,cancer,Canada,I can't believe I have cancer.,1
9283,cancer,Germany,My cancer symptoms are just unbearable.,1
9284,cancer,UK,Does anyone know good treatments for cancer?,1
9285,cold,Japan,"Loving the new place I moved into, feels great!",0
9286,workout,Germany,"Loving the new place I moved into, feels great!",0
9287,asthma,India,Loving this healthy lifestyle I've been following.,0
9288,asthma,Germany,Loving this healthy lifestyle I've been following.,0
9289,headache,Canada,Finally got medication for my headache.,1
9290,diabetes,Japan,My grandma just passed away from diabetes. RIP,1
9291,workout,Australia,"Fitness is a lifestyle, and I'm fully embracing it.",0
9292,workout,USA,"Just had an amazing run, feeling so fit.",0
9293,cancer,India,"Doctor prescribed me new cancer medication, hoping it helps.",1
9294,medication,Brazil,I absolutely love my fitness journey so far.,0
9295,workout,India,I absolutely love my fitness journey so far.,0
9296,cancer,South Africa,"This cancer is getting worse each day, any suggestions?",1
9297,cold,Australia,Fitness goals achieved for the day!,0
9298,flu,Brazil,Diagnosed with flu and really don't know what to do.,1
9299,headache,Japan,"Ugh, I've had a headache all day. Anyone know any good remedies?",1
9300,allergy,India,"Had a nice cup of coffee, time to start the day!",0
9301,diabetes,France,"I've just been diagnosed with diabetes, looking for support.",1
9302,medication,Canada,I absolutely love my fitness journey so far.,0
9303,headache,Japan,My grandma just passed away from headache. RIP,1
9304,diabetes,Germany,I've been feeling really sick with diabetes all week. Anyone have any tips?,1
9305,medication,South Africa,Loving this healthy lifestyle I've been following.,0
9306,medication,UK,Loving this healthy lifestyle I've been following.,0
9307,diabetes,Australia,Anyone else suffering from diabetes lately?,1
9308,diabetes,UK,Diagnosed with diabetes and really don't know what to do.,1
9309,diabetes,Canada,Having a rough time dealing with diabetes.,1
9310,diabetes,Australia,"This diabetes is getting worse each day, any suggestions?",1
9311,asthma,Australia,Getting into the best shape of my life.,0
9312,flu,Canada,Anyone else suffering from flu lately?,1
9313,allergy,Japan,"Staying consistent with my workouts, it pays off.",0
9314,cancer,UK,My grandma just passed away from cancer. RIP,1
9315,workout,Canada,Enjoying a relaxing day without any worries!,0
9316,cold,UK,Feeling great after a relaxing yoga session.,0
9317,cold,South Africa,Loving this healthy lifestyle I've been following.,0
9318,headache,Japan,Finally got medication for my headache.,1
9319,asthma,Japan,This weather is perfect for a long run.,0
9320,asthma,UK,"I'm all about that gym life, workouts every day.",0
9321,medication,UK,Enjoying a relaxing day without any worries!,0
9322,medication,Australia,"Loving the new place I moved into, feels great!",0
9323,headache,Canada,"Doctor prescribed me new headache medication, hoping it helps.",1
9324,allergy,India,"I'm all about that gym life, workouts every day.",0
9325,workout,USA,Loving this healthy lifestyle I've been following.,0
9326,headache,Australia,"Ugh, I've had a headache all day. Anyone know any good remedies?",1
9327,asthma,UK,Loving this healthy lifestyle I've been following.,0
9328,asthma,France,"Had a nice cup of coffee, time to start the day!",0
9329,medication,Brazil,"I'm all about that gym life, workouts every day.",0
9330,diabetes,India,Anyone else suffering from diabetes lately?,1
9331,headache,Australia,"This headache is getting worse each day, any suggestions?",1
9332,medication,France,Enjoying a relaxing day without any worries!,0
9333,fitness,India,I can't believe I have fitness.,1
9334,fitness,Australia,"This fitness is getting worse each day, any suggestions?",1
9335,flu,Germany,I can't believe I have flu.,1
9336,allergy,South Africa,Feeling great after a relaxing yoga session.,0
9337,cold,Australia,Just finished a great workout at the gym Feeling energized,0
9338,allergy,Japan,"Loving the new place I moved into, feels great!",0
9339,fitness,Germany,Diagnosed with fitness and really don't know what to do.,1
9340,cold,Brazil,Feeling great after a relaxing yoga session.,0
9341,cold,USA,"I'm all about that gym life, workouts every day.",0
9342,asthma,UK,"Loving the new place I moved into, feels great!",0
9343,cold,France,Feeling great after a relaxing yoga session.,0
9344,fitness,USA,"I've just been diagnosed with fitness, looking for support.",1
9345,asthma,Canada,I absolutely love my fitness journey so far.,0
9346,allergy,Brazil,Fitness goals achieved for the day!,0
9347,headache,Australia,I've been feeling really sick with headache all week. Anyone have any tips?,1
9348,asthma,Japan,"Just had an amazing run, feeling so fit.",0
9349,fitness,India,"I've just been diagnosed with fitness, looking for support.",1
9350,workout,South Africa,Just finished a great workout at the gym Feeling energized,0
9351,workout,South Africa,Loving this healthy lifestyle I've been following.,0
9352,workout,South Africa,Fitness goals achieved for the day!,0
9353,flu,Germany,Anyone else suffering from flu lately?,1
9354,fitness,UK,Just got diagnosed with fitness. Anyone have any advice?,1
9355,headache,USA,Finally got medication for my headache.,1
9356,workout,Brazil,Getting into the best shape of my life.,0
9357,medication,Australia,"Just had an amazing run, feeling so fit.",0
9358,fitness,South Africa,"Doctor prescribed me new fitness medication, hoping it helps.",1
9359,workout,Canada,"I'm all about that gym life, workouts every day.",0
9360,asthma,Germany,"Fitness is a lifestyle, and I'm fully embracing it.",0
9361,allergy,India,"Had a nice cup of coffee, time to start the day!",0
9362,workout,India,Loving this healthy lifestyle I've been following.,0
9363,fitness,Germany,Having a rough time dealing with fitness.,1
9364,headache,France,"This headache is getting worse each day, any suggestions?",1
9365,headache,Germany,I can't believe I have headache.,1
9366,diabetes,Australia,"Ugh, I've had a diabetes all day. Anyone know any good remedies?",1
9367,fitness,Australia,Diagnosed with fitness and really don't know what to do.,1
9368,cold,Australia,I absolutely love my fitness journey so far.,0
9369,medication,UK,"Loving the new place I moved into, feels great!",0
9370,flu,India,My grandma just passed away from flu. RIP,1
9371,cold,Australia,"Fitness is a lifestyle, and I'm fully embracing it.",0
9372,cancer,USA,Anyone else suffering from cancer lately?,1
9373,diabetes,India,Having a rough time dealing with diabetes.,1
9374,fitness,Brazil,"This fitness is getting worse each day, any suggestions?",1
9375,allergy,Japan,"I'm all about that gym life, workouts every day.",0
9376,asthma,South Africa,Enjoying a relaxing day without any worries!,0
9377,cold,Australia,"Just had an amazing run, feeling so fit.",0
9378,medication,USA,Enjoying a relaxing day without any worries!,0
9379,headache,Canada,"I've just been diagnosed with headache, looking for support.",1
9380,asthma,UK,"Staying consistent with my workouts, it pays off.",0
9381,cold,Japan,"Just had an amazing run, feeling so fit.",0
9382,workout,South Africa,I absolutely love my fitness journey so far.,0
9383,allergy,Canada,Loving this healthy lifestyle I've been following.,0
9384,fitness,India,Having a rough time dealing with fitness.,1
9385,cold,South Africa,"Just had an amazing run, feeling so fit.",0
9386,flu,Germany,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
9387,cancer,Brazil,"Ugh, I've had a cancer all day. Anyone know any good remedies?",1
9388,medication,South Africa,Enjoying a relaxing day without any worries!,0
9389,fitness,Australia,Does anyone know good treatments for fitness?,1
9390,allergy,UK,"I'm all about that gym life, workouts every day.",0
9391,cancer,USA,I've been feeling really sick with cancer all week. Anyone have any tips?,1
